question,Doc,Topic,Probability
Do large market players using HFT make it unsafe for individual investors to be in the stock market?,2956,25,0.7622557878494263
"Formula to determine readiness to retire based on age, networth and annual expense",2957,32,0.39068126678466797
Is a fixed-price natural gas or electricity contract likely to save money?,2958,29,0.5697119235992432
How are bonds affected by the Federal Funds Rate?,2959,7,0.440232515335083
Ways to save for child's college education where one need not commit to set contributions? [duplicate],2960,22,0.6575629711151123
Variations of Dual momentum,2961,28,0.8984763026237488
TOCOM oil in USD ,2962,9,0.43724602460861206
"Why government bonds fluctuate so much, even though interest rates don't change that often?",2963,7,0.5446131825447083
Why are U.S. Treasury interest rates are so low vs. other nearly risk-free rates?,2964,34,0.5480846762657166
"As an investing novice, what to do with my money?",2965,22,0.8984850645065308
"If the U.S. defaults on its debt, what will happen to my bank money? ",2966,22,0.3799384534358978
How do I bring money overseas?,2967,22,0.8984687924385071
Value of tokens bought at an older price,2968,25,0.6515886187553406
"Boyfriend is coowner of a house with his sister, he wants to sell but she doesn't",2969,27,0.4517054259777069
Investment property information resources,2970,14,0.684951901435852
How do I know if a dividend stock is “safe” and not a “dividend yield trap”?,2971,1,0.6049256324768066
Are solar cell panels and wind mills worth the money?,2972,15,0.7510620951652527
"What are the downsides that prevent more people from working in high-income countries, and then retiring in low-income (and cost of living) ones?",2973,27,0.3604695796966553
Why buy bonds in a no-arbitrage market?,2974,25,0.6593621969223022
Are the stocks of competitor companies negatively correlated?,2975,25,0.9364317059516907
"Should I invest in real estate to rent, real estate to live in, or just stocks and bonds to earn 10-15%?",2976,22,0.364984393119812
"Should I start investing in property with $10,000 deposit and $35,000 annual wage",2977,22,0.560691237449646
Recent college grad. Down payment on a house or car?,2978,27,0.8552929759025574
Protecting savings from exceptional taxes,2979,2,0.6682366728782654
Does high frequency trading provide economic value? ,2980,25,0.6455557346343994
The Asset Allocation Paradox,2981,32,0.8552877306938171
Accepting high volatility for high long-term returns,2982,5,0.7349870204925537
"Should I invest in my house, when it's in my wife's name?",2983,27,0.7481337785720825
Is it possible for the average person to profit on the stock market?,2984,25,0.7869078516960144
What can my relatives do to minimize their out of pocket expenses on their fathers estate,2985,19,0.9464388489723206
Where should I park my rainy-day / emergency fund?,2986,19,0.8553166389465332
What is the risk-neutral probability?,2987,16,0.8984854817390442
Prices go up and salary doesn't: where goes delta?,2988,17,0.5598728060722351
Retirement Options for Income,2989,18,0.4299928843975067
What does “Yield Curve” mean?,2990,1,0.5194948315620422
How do banks lose money on foreclosures?,2991,22,0.9218281507492065
Is diversification better,2992,16,0.43167397379875183
Moving from Google Finance to Yahoo Finance,2993,17,0.8984887003898621
Search index futures in Yahoo Finance or Google Finance,2994,19,0.6997953057289124
New car cash vs finance,2995,27,0.6926313638687134
Why does Google Finance show the NASDAQ Composite way up but Yahoo! Finance shows it slightly down?,2996,29,0.7857745885848999
Google Finance Cash Flow Statement,2997,14,0.8552849888801575
Yahoo finance vs SEC filings fundamentals,2998,0,0.8984804749488831
Finance the land on a non-financeable house?,2999,7,0.5793876051902771
Yahoo Finance shows incorrect data ,3000,19,0.9218254685401917
Finance options for a new furnace.,3001,15,0.6409549713134766
Do query services like Google Finance and Yahoo Finance go back to correct busted and adjusted trades?,3002,17,0.3943992257118225
Basic finance: what should everyone know? ,3003,6,0.486453115940094
Why does Yahoo Finance list the 10y T note (TNX) at 1/10 of CBOE and Google Finance?,3004,17,0.8984802961349487
How do finance professionals procounce “CECL”? ,3005,15,0.9218193888664246
How is yahoo finance P/E Ratio TTM calculated?,3006,1,0.8985015749931335
Personal finance management: precise or approximately?,3007,0,0.9218300580978394
Is there any “Personal” Finance app that allows 2 administrators?,3008,0,0.9364364743232727
Car finance (loan) insurance requirements (store car),3009,27,0.822008490562439
"Finance, Cash or Lease?",3010,27,0.6044912338256836
Google Finance gain value incorrect because of currency fluctuation,3011,12,0.45132872462272644
How to fix Finance::Quote to pull quotes in GnuCash,3012,15,0.671579897403717
"Specifically, what does the Google Finance average volume indicate?",3013,25,0.47043994069099426
Online Personal finance with QIF import ,3014,0,0.7610064744949341
Finance car with or with out a balloon payment,3015,27,0.5955443382263184
Is there any online personal finance software without online banking? ,3016,22,0.5965886116027832
Best personal finance software for Mac for German resident,3017,15,0.4148663580417633
Personal finance web service with account syncing in Germany,3018,0,0.6213362216949463
How to save criteria in Google Finance Stock Screener?,3019,25,0.6697983145713806
Return on asset (ROA) value for a stock is reported differently on Yahoo Finance and MarketWatch,3020,32,0.32287532091140747
"Retired, want to buy a mobile home; how to finance?",3021,27,0.6034526228904724
Where to start with personal finance in Canada?,3022,0,0.6011624336242676
Getting live data from Yahoo! Finance for the National Stock Exchange of India (NSE)?,3023,19,0.5127085447311401
What time period is used by yahoo finance to calculate beta,3024,1,0.612146258354187
Can one use Google Finance to backtest (i.e. simulate trades in the past)?,3025,22,0.9364296197891235
Better to get loan from finance company or bank considering the drop of credit score?,3026,20,0.2953675091266632
Why does historical price data not go back all the way on Google Finance?,3027,17,0.43845316767692566
Correct Ways of Importing Personal Finance Transaction Data,3028,0,0.6188244223594666
Should I finance a used car or pay cash?,3029,27,0.7679103016853333
Finance algebra ,3030,15,0.8552895784378052
Is it worth it to re-finance my car loan?,3031,27,0.8985052108764648
What's a good personal finance management web app that I can use in Canada?,3032,0,0.6150125861167908
Legal Financing,3033,27,0.8553053736686707
How Should I Start my Finance Life and Invest?,3034,15,0.5273790955543518
Corporate Finance ,3035,15,0.8553084135055542
Yahoo Finance - Data inconsistencies between historic and current data,3036,19,0.7855675220489502
Is the Canadian Securities Course (CSC) enough to get started in the finance industry in Canada?,3037,5,0.4636703431606293
UK: Personal finance book for a twenty-something,3038,0,0.8984816670417786
Personal finance app where I can mark transactions as “reviewed”? ,3039,0,0.6987432241439819
how does one see the CBOE VIX index on Google Finance?,3040,19,0.8552996516227722
"Calculate Finance Rate, Interest Amount when we have below line Fees",3041,34,0.30211302638053894
Why is financial data of some public companies not available on Yahoo Finance?,3042,17,0.7417899966239929
Comparing option data between yahoo finance and CBOE for SPY options,3043,26,0.8984867930412292
Advantage of Financial Times vs. free news sources for improving own knowledge of finance?,3044,15,0.3742790222167969
Is it true that Income Tax was created to finance troops for World War I?,3045,18,0.4212769865989685
"Trustable, official sources on holdings, purchases and sales by finance academics/professionals?",3046,15,0.7993840575218201
Google Finance: Input Parameters For Simple Moving Averages,3047,17,0.9464423656463623
How does Yahoo finance adjust stock data for splits and dividends?,3048,1,0.40351834893226624
"Any Ubiquitous Finance App That is on Mac, iOS and Windows?",3049,15,0.8552895784378052
How does Google Finance calculate the Institution Owned metric for a stock,3050,25,0.7579237222671509
Why Google Finance puts to two decimal places for the trading volumes?,3051,25,0.4562935531139374
Is there a Yahoo Finance ticker for NYMEX Crude Oil Front Month?,3052,0,0.9218217730522156
What is the best cross-platform GPL personal finance tool available?,3053,0,0.8073764443397522
Personal finance software for Mac that can track stocks and mutual funds? (Even manual updating of share prices will do.) ,3054,29,0.3617090880870819
Why does Yahoo! Finance report different prices for the same index?,3055,19,0.2852928340435028
Money Saved on finance charges,3056,22,0.47219666838645935
Is there a finance API of some kind to get all holdings for a specific mutual fund?,3057,5,0.46190935373306274
Relative Strength Index: Yahoo vs Google Finance,3058,19,0.8984977006912231
Canadian personal finance software with ability to export historical credit card transactions?,3059,20,0.6155546307563782
US Dollar Index: a) where are long term charts;  also b) is it available on Google Finance by any chance? ,3060,7,0.9218135476112366
What is the value in using the “split transaction” feature present in some personal finance management tools?,3061,0,0.5090146064758301
Why does Yahoo Finance and Google Finance not match historical prices?,3062,8,0.6231043934822083
"What are some good, easy to use personal finance software? [UK] ",3063,15,0.41845276951789856
Personal finance in EFU and NAFA,3064,0,0.8984953165054321
"According to yahoo finance, Vanguard's Dividend Growth Fund does not appear to have dividend growth. Why is that?",3065,1,0.7439539432525635
"For a car, would you pay cash, finance for 0.9% or lease for 0.9%?",3066,27,0.8082463145256042
Organizing Expenses/Income/Personal Finance Documents (Paperless Office),3067,18,0.5658983588218689
Home (re)Finance and Providing Additional Information,3068,8,0.471786230802536
Comprehensive tutorial on double-entry personal finance? ,3069,0,0.9218255281448364
New car price was negotiated as a “cash deal”.  Will the price change if I finance instead?,3070,27,0.5351628065109253
What does “Company Distribution” mean on Google Finance's stock screener?,3071,17,0.9364359974861145
How do I export or sync data from TD Ameritrade into Google Finance or another online Finance site?,3072,22,0.5664663910865784
Car dealers offering lower prices when financing a used car,3073,27,0.48979267477989197
What is the formula for the Tesla Finance calculation?,3074,15,0.8552956581115723
online personal finance software that I can host myself,3075,15,0.48539823293685913
Best personal finance strategy to control my balance,3076,0,0.5685973763465881
Ticker symbols differences between Yahoo Finance and BestInvest,3077,7,0.8984818458557129
How to read Google Finance data on dividends,3078,1,0.5332515835762024
Strategy for accounting personal finance in multiple currency?,3079,0,0.32116469740867615
Where do I-Bonds fit into personal finance plans?,3080,0,0.5394452810287476
What is the meaning of realization in finance?,3081,15,0.5335099101066589
New car: buy with cash or 0% financing,3082,27,0.7436354756355286
"Multi-user, non-US personal finance and budget software ",3083,15,0.4719291031360626
"Free, web-based finance tracking with tag/label support?",3084,15,0.8256186842918396
How to finance my trading strategy in foreign exchange trading?,3085,25,0.33742034435272217
Financing Education through Credit Card or Student Loans,3086,20,0.6082219481468201
Can I rely on my home equity to finance large home repairs?,3087,27,0.43709415197372437
Where to find LEAPS option quotes (full chain)? CBOE & Yahoo! Finance not working,3088,26,0.788984477519989
Should I finance a car to build credit for a mortgage next year?,3089,27,0.4668734669685364
What happened to Home Depot's Stock in 1988?,3090,2,0.7481464147567749
How to finance necessary repairs to our home in order to sell it?,3091,27,0.5217339396476746
How do I add my income to my personal finance balance?,3092,0,0.7392979264259338
I have a 2008 HHR under finance it needs a new engine,3093,27,0.6224768757820129
Good habits pertaining to personal finance for someone just getting started?,3094,0,0.4529178738594055
How can I raise finance to build a home for my family,3095,27,0.7478228211402893
What is the difference between a structured collar and a normal collar in finance?,3096,7,0.7742360234260559
Are there any dangers in publicly sharing my personal finance data?,3097,15,0.5452814698219299
What is the preferred way to finance home improvements when preparing to sell your house?,3098,15,0.3132795989513397
"How to handle Client Deposits in Xero (or any finance software, really)",3099,22,0.39735597372055054
"Car finance, APR rates and per week in adverts; help understanding them",3100,26,0.33353298902511597
Why do some services list an IPO date that is well after historical price data you can find elsewhere?,3101,19,0.17098194360733032
UK university student finance - should I use my sponsorship money to pay the debt?,3102,27,0.49086886644363403
Do retail traders get any advantage from learning methods of mathematical of finance?,3103,0,0.8225116729736328
Ongoing things to do and read to improve knowledge of finance?,3104,15,0.9464383721351624
Highest market cap for a company from historical data,3105,25,0.21349814534187317
Clarify Microsoft's explanation of MIRR,3106,25,0.7480645775794983
Historical Stock Prices of delisted company [duplicate],3107,17,0.4314078092575073
Can I evaluate the performance of a company using just OHLC data?,3108,19,0.4078070819377899
Do money markets fluctuate during market crashes?,3109,25,0.7367889285087585
"First home buyer, financing questions",3110,27,0.3995806872844696
How exactly could we rank or value how “rich” a company brand is?,3111,25,0.9537228941917419
Can I sell my home with owner financing when I still have an FHA loan? (and should I?),3112,25,0.9218250513076782
How do financial services aimed at women differ from conventional services?,3113,20,0.49076390266418457
Will ADR owner enjoy same benefit as common shares holders,3114,32,0.606066882610321
How to do a direct cash flow statement given a stock ticker,3115,11,0.6217918395996094
How to compute real return including expense ratio,3116,18,0.6656408309936523
How common are stock/scrip dividends (as opposed to cash dividends) in US equity markets?,3117,1,0.4463251829147339
Where can I see the detailed historical data for a specified stock?,3118,8,0.4365077018737793
Is it a good idea to teach children that work is linearly related to income?,3119,22,0.750899612903595
How to find historical stock price for a de-listed or defunct company?,3120,17,0.48486265540122986
Dealer Financing Fell Through on vehicle purchase: Scam? ,3121,27,0.6766827702522278
Can I use balance transfer to buy car?,3122,27,0.5663458704948425
"German stock exchange, ETR vs FRA",3123,30,0.8552750945091248
Monthly payment on a compounded daily car loan? [duplicate],3124,27,0.6932044625282288
What does “/” and “^” mean in ticker symbols? How to translate these symbols into yahoo?,3125,17,0.9218248128890991
Considering investing in CHN as a dividend stock,3126,1,0.4198783338069916
Can someone explain the Option Chain of AMD for me?,3127,26,0.8984991312026978
Figuring flood insurance into financing cost,3128,27,0.9364377856254578
Financed medical expenses and tax deductions,3129,18,0.7441362738609314
"Close to retirement & we may move within 7 years. Should we re-finance our mortgage, or not?",3130,17,0.20488034188747406
Financing with two mortgages: a thing of the past?,3131,7,0.535608172416687
How websites like Google have access to stock market data? ,3132,25,0.6748912334442139
Are all financial advisors compensated in the same way?,3133,14,0.6548696756362915
How do I know if refinance is beneficial enough to me?,3134,6,0.9218188524246216
"Received a call to collect on a 17 year old, charged off debt. What do I do?",3135,13,0.7353729009628296
How to accurately calculate Apple's EPS,3136,1,0.9218198657035828
Curious about Liverpool FC situation,3137,7,0.855277955532074
How are credit unions initially financed,3138,20,0.6387677788734436
What publicly available software do professional stock traders use for stock analysis?,3139,25,0.5115689635276794
What does dividends passed mean in terms of stock?,3140,17,0.7370004057884216
What's the most correct way to calculate market cap for multi-class companies?,3141,17,0.5365824103355408
"When applying for a mortgage, can it also cover outstanding debts?",3142,13,0.7007039785385132
"Titles, Financing and Insurance. How do they work?",3143,27,0.45846298336982727
Why does Yahoo miss some mutual fund dividends/capital gains?,3144,1,0.7481475472450256
Payroll question,3145,1,0.8552873134613037
Tracking the Madrid Interbank Offered Rate (MIBOR) and the Euro Interbank Offered Rate (EURIBOR),3146,34,0.6367571949958801
"What is “beta” for an investment or a portfolio, and how do I use it?",3147,14,0.6673449277877808
"How to read bond yield quotes? What do the time, coupon, price, yield, and time mean?",3148,14,0.33543962240219116
What is the difference between fund and portfolio?,3149,7,0.7481465339660645
Is there anything comparable to/resembling CNN's Fear and Greed Index?,3150,19,0.8984777331352234
What is approximate tax deduction for this scenario?,3151,18,0.9218231439590454
How to calculate Price/Earnings - Price/Sales - Price/Free Cash Flow for given stock,3152,29,0.5905787348747253
Fetching technical indicators from yahoo api,3153,17,0.8984845876693726
How can I find out what factors are making a stock's price rise?,3154,25,0.4974130392074585
How do I evaluate a health insurance policy that covers a specific disease?,3155,24,0.35316094756126404
Last trade is bought? or sold?,3156,25,0.9218319654464722
Evidence for Technical Analysis [duplicate],3157,12,0.8552943468093872
Car value is almost equal to GMFV with still 2 years to go on PCP,3158,27,0.5560699701309204
What kinds of information do financial workers typically check on a daily basis?,3159,8,0.6165751218795776
My Co-Signer is the Primary Account Holder for my Car Loan - Does this affect my credit?,3160,27,0.3866988718509674
Why does financial investor bother to buy derivatives and then hedge the position?,3161,6,0.48110073804855347
Which brokerages offer the best streaming quotes (tick level) for the best price? ,3162,26,0.6931204795837402
Finding Debt/Equity Ratio with Market Value of Equity,3163,1,0.3972169756889343
How to calculate new price for bond if yield increases,3164,7,0.39281153678894043
Why are historical prices of stocks different on different websites? Which one should I believe?,3165,7,0.3886112868785858
What's the point of Ford loosening financing requirements?,3166,1,0.8552818894386292
Sites to obtain historical chart of currency exchange rates?,3167,34,0.4537743031978607
Do governments support their own bonds when their value goes down?,3168,7,0.3770499527454376
Taking a car loan vs cash and effect on credit score,3169,27,0.5985767841339111
Bond prices: Why is a high yield sometimes too good to be true?,3170,29,0.28151360154151917
"Stock stopped trading, what does this mean?",3171,25,0.44799014925956726
Why GOOG is “After Hours” while FB is “Pre-market”?,3172,25,0.8553126454353333
How to calculate PE ratios for indices such as DJIA?,3173,1,0.4904976487159729
Equity market inflow meaning,3174,25,0.474128395318985
what does “private equity structures” mean?,3175,17,0.6690272092819214
Where to find historical quotes for the Dow Jones Global Total Stock Market Index?,3176,25,0.45297908782958984
Which online services offer logarithmic charts for equities such as index funds and ETFs?,3177,19,0.5295568704605103
Is there a law or regulation that governs the maximum allowable interest amount that can be charged on credit cards or in agreements where credit is extended?,3178,20,0.8792634606361389
Mortgage loan plus home loan,3179,27,0.6017746925354004
Who are the real big share holders of $AMDA?,3180,15,0.9364330768585205
How can I transfer and consolidate my 401k's and other options?,3181,26,0.5734909176826477
total of all dividend payments for a particular company,3182,17,0.5025226473808289
Why does low interest rate prevent bankruptcy and foreclosure?,3183,34,0.9464471936225891
"Canada: New mortgage qualification rules, 2010: Why, what, & when in effect?",3184,7,0.6776819229125977
"Am I liable for an auto accident if I'm a cosigner but not on the title, registration, or insurance policy?",3185,27,0.9537305235862732
Are junk bonds advisable to be inside a bond portfolio that has the objective of generating stable income for a retiree?,3186,7,0.4643608629703522
"Is there a free, online stock screener for UK stocks? ",3187,25,0.9218314290046692
Which account type to use for claimable expense I pay upfront for my employer?,3188,27,0.5428491234779358
Can I borrow against my IRA to pay off debt or pay for a car?,3189,27,0.6100215911865234
What does a stock's quoted value represent?,3190,25,0.8984968662261963
Why are big companies like Apple or Google not included in the Dow Jones Industrial Average (DJIA) index?,3191,17,0.5373516082763672
How does a TFSA work? Where does the interest come from?,3192,34,0.5100125074386597
How to calculate lump sum required to generate desired monthly income?,3193,18,0.9364414215087891
Why does ExxonMobil's balance sheet show more liabilities than assets?,3194,29,0.8984895944595337
Understanding stock market terminology,3195,25,0.7722448706626892
What assets does the term “security” encompass?,3196,31,0.4302760660648346
what are the pros and cons of structured deposits?,3197,22,0.8984839916229248
Analyze stock value,3198,25,0.8984783291816711
What could be the cause of a extreme high/low price in after hours market?,3199,25,0.5018894672393799
"How to calculate the number of months until a loan is paid off (given principal, APR and payment amount)?",3200,27,0.46595337986946106
Do options always expire on third Friday of every month,3201,26,0.7159449458122253
How to calculate interest payments without EBIT,3202,34,0.35646045207977295
Financial implications of purchasing a first home?,3203,14,0.39451563358306885
Should I use Mint.com?  Is it secure / trusted? [duplicate],3204,16,0.5660580992698669
How will Hello Wallet benefit me? Is it worth the cost?,3205,32,0.5666199922561646
What is the correct term to describe (shares owned * share value)?,3206,15,0.6379733681678772
Car financed at 24.90% — what can I do?,3207,27,0.4338094890117645
Re-financing/consolidating multiple student loans for medical school?,3208,20,0.640960693359375
Does financing a portfolio on margin affect the variance of a portfolio?,3209,14,0.519824743270874
"What happens if I get approved for financing, but don't make the purchase?",3210,25,0.6323816776275635
Where can I find historical United States treasury note volume?,3211,26,0.4245150089263916
"(Arizona) Bought a car with financing, do I take it to DMV/DOT?",3212,27,0.7692036628723145
Calculate price to earning and price to sale value for given dataset,3213,29,0.3174581825733185
NYSE & NASDAQ: Mkt Cap: $1 billion+,3214,0,0.02857142873108387
Where can one download or subscribe to end of day price data for Tokyo stocks?,3215,19,0.6734732985496521
How and Where can I easily pull data for the Dow 30?,3216,19,0.8984841108322144
Free Historical Commodity Prices in txt?,3217,29,0.7200566530227661
Who sets the price and provides the quoted price values for stocks?,3218,25,0.6248379349708557
Owner-Financed home sale or Land Contract — how to handle the transaction and the ongoing entity?,3219,10,0.27403542399406433
Why does a real estate seller get to know the financing arrangements of the buyer?,3220,6,0.7354122996330261
Credit card interest calculator with grace period & different interest rate calculation methods?,3221,34,0.39220476150512695
What is a 401(k) Loan Provision?,3222,27,0.8552781343460083
Confused about google portfolio chart,3223,29,0.7481036186218262
How can I find a list of all North American ETF's including symbols?,3224,26,0.5128322839736938
Will a Barclaycard Visa help me in building up credit score?,3225,20,0.8985036611557007
Loan for car buy “cash” (third party) or bank loan,3226,27,0.6512056589126587
find stock composition of a publicly traded fund,3227,19,0.3427899479866028
Negative properties of continuously compounded returns,3228,34,0.7356313467025757
"Working abroad in Australia, what is involved financially and administratively?",3229,22,0.9218218326568604
"In Canada, how bad must your credit be for a denial of a Secured Credit Card?",3230,20,0.9464467167854309
Something looks off about Mitsubishi financial data ,3231,7,0.748140811920166
Get free option quotes,3232,26,0.5882583856582642
I gave an incorrect account number to pay my income taxes,3233,22,0.4884790778160095
Tax brackets in the US,3234,18,0.8553116917610168
View asset/holdings breakdown within fund,3235,19,0.8553115725517273
How do I get a list of the top performing funds between two given dates?,3236,17,0.35903215408325195
Organizing finances and assigning a number to each record type,3237,15,0.7628107666969299
What does market cap (or market capitalization) mean?,3238,25,0.7515517473220825
Average Price of a Stock,3239,25,0.5290325284004211
How to calculate the value of a bond that is priced to yield X%,3240,1,0.3787456452846527
What do these numbers mean for the S&P?,3241,6,0.43125343322753906
Selling stocks - capital gains,3242,25,0.8553188443183899
"When a fund drops significantly, how can I research what went wrong? [duplicate]",3243,17,0.6265445947647095
T-mobile stock: difference between TMUSP vs TMUS,3244,7,0.8552915453910828
Net Cash Flows from Selling the Bond and Investing,3245,25,0.31799834966659546
Some questions about investing [duplicate],3246,1,0.6027920842170715
Is it possible to buy UK Consols (perpetuities)?,3247,25,0.9218079447746277
Do budgeting % breakdowns apply globally?,3248,2,0.9218156933784485
"In today's low interest environment, is it generally more economical to buy or lease a new car in the US?",3249,34,0.45694857835769653
Reasons behind a large price movement of a penny stock without any recent news releases?,3250,25,0.7268840670585632
GnuCash and ledger/hledger ,3251,12,0.7481297850608826
Expecting to move in five years; how to lock mortgage rates?,3252,7,0.26653122901916504
Wisest option to pay for second career education,3253,26,0.6211520433425903
How to compute for losses in an upside down trade-in of a financed car?,3254,27,0.34491395950317383
Currency exchange problem,3255,12,0.8552960157394409
Calculating the Free Cash Flow (FCF),3256,1,0.5738962292671204
Solid reading/literature for investment/retirement/income taxes?,3257,32,0.4449772238731384
Can I use an HSA to pay financed payments for LASIK?,3258,27,0.7489888072013855
Auto loan and student loan balance,3259,27,0.898505449295044
Multi-year profit/tax question,3260,18,0.30411380529403687
Price difference among shares in Hong Kong and Shang Hai,3261,15,0.3031603991985321
Where do online stock brokers get their real-time data from?,3262,14,0.3467061221599579
Where can I find open source portfolio management software? ,3263,14,0.3081291615962982
What to make of historical stock market volatility?,3264,25,0.7580015063285828
Effective interest rate for mortgage loan,3265,34,0.5568091869354248
"How to calculate the price of a bond based with a yield to Maturity, term and annual interest?",3266,1,0.28907889127731323
How can I compare the performance of a high dividend funds with other funds and or an index,3267,19,0.6671613454818726
"Website for managing personal cash inflow and outflow, applicable to India? ",3268,21,0.6168866753578186
What happened to buyers of ABT right before the split?,3269,2,0.9218222498893738
Fair Value of a monthly payment given two Bank Payment structures,3270,11,0.46141770482063293
Is there any reason not to put a 35% down payment on a car?,3271,27,0.6866839528083801
What's the best use for this money? Its only a small amount but can make a big difference to me,3272,22,0.71771639585495
How and where to get the time series of the values USDEUR?,3273,14,0.5243182182312012
Does it make sense to refinance a 30 year mortgage to 15 years?,3274,27,0.6586962342262268
Biggest stock price gain vs. biggest mkt cap gain,3275,25,0.43307042121887207
"Books, Videos, Tutorials to learn about different investment options in the financial domain",3276,24,0.3694293200969696
"Currently a Microsoft Money user on PC, need a replacement suitable for Mac",3277,22,0.9537282586097717
Ideas on how to invest a relatively small amount of British pounds,3278,22,0.6061022877693176
Looking for a good source for Financial Statements,3279,14,0.7430489659309387
"If I have AD&D through my employer, should I STILL purchase term life insurance?",3280,27,0.4643007516860962
Can you please explain what the information in this stock quote means?,3281,25,0.41612929105758667
How do you access an OFX server?,3282,0,0.02857142873108387
What is a good service that will allow me to practice options trading with a pretend-money account? ,3283,26,0.42736709117889404
Investment for beginners in the United Kingdom,3284,14,0.7481476664543152
Stock Dividends & Splits: Are they always applied over night?,3285,25,0.7687853574752808
What is the ticker symbol for “Vanguard Target Retirement 2045 Trust Plus”?,3286,19,0.7481332421302795
Pay bill now or later?,3287,27,0.8984974026679993
What does negative Total Equity means in McDonald's balance sheet?,3288,17,0.6549283862113953
still have mortgage on old house to be torn down- want to build new house,3289,27,0.5029749870300293
Financing a vehicle a few months before I expect to apply for a mortgage?,3290,18,0.49563971161842346
Is there a term for total money owed to you?,3291,22,0.4643053412437439
Am I entitled to get a maintenance loan?,3292,27,0.8984785079956055
Rate of change of beta,3293,34,0.49291276931762695
I'm an American in my mid 20's. Is there something I should be doing to secure myself financially?,3294,16,0.8552967309951782
Recommendation for learning fundamental analysis?,3295,25,0.9218288660049438
"Is there a more flexible stock chart service, e.g. permitting choice of colours when comparing multiple stocks?",3296,25,0.4867750406265259
Which institutions in Canada offer true read-only guest accounts?,3297,8,0.5996168851852417
Can I profit from selling a PUT on BBY?,3298,4,0.3490094542503357
Am I eligible for a student maintenance loan?,3299,27,0.9218291640281677
Possible pro-rated division of asset strategies without a prenup?,3300,34,0.29260900616645813
"OTC Markets, Time, and Trading",3301,14,0.43187832832336426
valuing options,3302,26,0.8552860617637634
Is it wise to invest in bond fund when interest rates are low?,3303,19,0.3866627514362335
Reinvesting earnings increases the book value of equity?,3304,25,0.33716651797294617
Why pay for end-of-day historical prices?,3305,29,0.37510383129119873
Margin when entered into a derivative contract,3306,6,0.9218324422836304
"When I ask a broker to buy stock, what does the broker do?",3307,25,0.9218369722366333
Where is “Cash Credit from Unsettled Activity” coming from?,3308,20,0.5587852001190186
Who performs the blocking on a Visa card?,3309,20,0.8553001880645752
How can I find out what percentage the publicly traded shares (float) are of the total company?,3310,17,0.5803571939468384
Identity theft?,3311,15,0.8552905917167664
Are the AARP benefits and discounts worth the yearly membership cost?,3312,27,0.7336608171463013
Online sites for real time bond prices,3313,14,0.6182747483253479
Why does a long/purchased call option have a long position in the option itself?,3314,26,0.8210790157318115
Rate of return of stock index,3315,25,0.3019257187843323
Mortgage loan and move money to US,3316,7,0.30575621128082275
Why do some companies (like this company) have such a huge per share price?,3317,17,0.44074222445487976
How do used vehicle exchange programs at car dealerships work?,3318,27,0.5280799269676208
How to find trailing 5-year stock returns for 1980s?,3319,18,0.5478267669677734
Why are we taxed on revenue and companies on profit? ,3320,32,0.41931018233299255
Need a loan to buy property in India. What are my options?,3321,27,0.3409905433654785
"I'm upside down on my car loan and need a different car, what can I do?",3322,27,0.7891729474067688
Should I use my non-tax advantaged investment account to pay off debt?,3323,27,0.3396674394607544
Rollover 401k into Roth IRA?,3324,0,0.02857142873108387
Is there any reason not to buy points when re-financing with intent not to sell for a while?,3325,25,0.9464433789253235
Using multiple bank accounts,3326,22,0.9218356013298035
What is this fund?,3327,0,0.02857142873108387
How to stress test an investment plan?,3328,18,0.5517356395721436
Does re-financing an FHA-insured mortgage incur the UFMIP again?,3329,7,0.8984875082969666
"How to get 0% financing for a car, with no credit score?",3330,20,0.46979010105133057
"Can a Line of Credit be re-financed? Is it like a mortgage, with a term?",3331,20,0.38143348693847656
Who could afford a higher annual deductible who couldn't afford a higher monthly payment?,3332,18,0.4362790882587433
Loan math problem,3333,27,0.8984715938568115
What fiscal scrutiny can be expected from IRS in early retirement?,3334,32,0.9364339709281921
help with how a loan repayment is calculated,3335,27,0.4958789646625519
Effective Interest Rate from bifurcated interest rate,3336,34,0.9464529156684875
How much should a graduate student attempt to save?,3337,27,0.9218196272850037
When to hire an investment professional?,3338,14,0.8984946608543396
How do annual risks translate into long-term risks?,3339,16,0.9218263626098633
LLC: Where should the funds for initial startup costs come from?,3340,7,0.6861676573753357
"My mother's name is on my car title, how can I protect my ownership of the car in the event of her death?",3341,27,0.9592715501785278
Guide to save money in all-time life,3342,22,0.4735645651817322
Is a car loan bad debt?,3343,27,0.6881403923034668
Should I make partial pre-payments on an actuarial loan?,3344,22,0.6690765023231506
"How long to wait before refinancing a high interest car loan, after improving credit history?",3345,27,0.5165340900421143
Where can I find historic performance data on Barclays Aggregate Canadian Bond Index?,3346,19,0.7214256525039673
give free budgeting advice,3347,14,0.33965426683425903
What if you get pre-approved for a mortgage but don't find a house in the pre-approval timeframe?,3348,7,0.8335794806480408
What is meant by the term “representative stock list” here?,3349,17,0.92181795835495
moving family deposits away from Greece (possibly in UK),3350,22,0.5516703128814697
Are there good investment options to pay off student loans?,3351,26,0.4641069173812866
Is there a standard or best practice way to handle money from an expiring UTMA account?,3352,22,0.7104095220565796
Credit card transactions for personal finances,3353,20,0.584164023399353
Where can I get interesting resources on Commodities?,3354,19,0.898482620716095
Co-signer deceased,3355,0,0.02857142873108387
