	qapairs	context	context_id
546	"[{""answer"": ""the formal ceremony of granting assent in parliament has not been regularly used since the early 20th century"", ""question"": ""What has not been used in Australia since the early 20th century?""}, {""answer"": ""the governor-general's residence"", ""question"": ""Where is the bill sent to?""}, {""answer"": ""President of the Senate and the Speaker of the House of Representatives"", ""question"": ""Who notify their houses of the governor-general's action?""}, {""answer"": ""1875"", ""question"": ""When did the governor-general not personally grant the Royal Assent in parliament?""}]"	In Australia, the formal ceremony of granting assent in parliament has not been regularly used since the early 20th century. Now, the bill is sent to the governor-general's residence by the house in which it originated. The governor-general then signs the bill, sending messages to the President of the Senate and the Speaker of the House of Representatives, who notify their respective houses of the governor-general's action. A similar practice is followed in New Zealand, where the governor-general has not personally granted the Royal Assent in parliament since 1875.	58646
547	"[{""answer"": ""21st century"", ""question"": ""When was the traditional ceremony for granting assent in Canada used?""}, {""answer"": ""Queen Victoria"", ""question"": ""Who was King George VI's great-grandmother?""}, {""answer"": ""the Speaker of the Senate or a representative reads to the senators the letters from the governor general regarding the written declaration of Royal Assent"", ""question"": ""Who reads to the senators the letters from the governor general regarding the written declaration of Royal Assent?""}, {""answer"": ""at least twice"", ""question"": ""How many times is royal assent signified each calendar year?""}, {""answer"": ""a grant of royal assent is not rendered invalid by a failure to employ the traditional ceremony where required"", ""question"": ""What does the Royal Assent Act provide?""}]"	In Canada, the traditional ceremony for granting assent in parliament was regularly used until the 21st century, long after it had been discontinued in the United Kingdom and other Commonwealth realms. One result, conceived as part of a string of royal duties intended to demonstrate Canada's status as an independent kingdom, was that King George VI personally assented to nine bills of the Canadian parliament during the 1939 royal tour of Canada—85 years after his great-grandmother, Queen Victoria, had last granted royal assent personally in the United Kingdom. Under the Royal Assent Act 2002, however, the alternative practice of granting assent in writing, with each house being notified separately ( the Speaker of the Senate or a representative reads to the senators the letters from the governor general regarding the written declaration of Royal Assent), was brought into force. As the act also provides, royal assent is to be signified—by the governor general, or, more often, by a deputy, usually a Justice of the Supreme Court, at least twice each calendar year: for the first appropriation measure and for at least one other act, usually the first non-appropriation measure passed. However, the act provides that a grant of royal assent is not rendered invalid by a failure to employ the traditional ceremony where required.	58649
548	"[{""answer"": ""the Belgian constitution requires a theoretically possible refusal of royal sanction to be countersigned"", ""question"": ""What does the Belgian constitution require to be countersigned by a minister responsible before the House of Representatives?""}, {""answer"": ""The monarch promulgates the law"", ""question"": ""How does the monarch order that the law be officially published and executed?""}, {""answer"": ""1990"", ""question"": ""When did King Baudouin advise his cabinet he could not sign a bill decriminalising abortion?""}, {""answer"": ""the head of state"", ""question"": ""Who did the Council of Ministers assume until parliament could rule on the King's incapacity and appoint a regent?""}, {""answer"": ""on behalf of the Belgian People"", ""question"": ""What was the bill assented to by all members of the Council of Ministers?""}, {""answer"": ""the next day"", ""question"": ""When did both houses of parliament declare the King capable of exercising his powers?""}]"	"In Belgium, the sanction royale has the same legal effect as royal assent; the Belgian constitution requires a theoretically possible refusal of royal sanction to be countersigned—as any other act of the monarch—by a minister responsible before the House of Representatives. The monarch promulgates the law, meaning that he or she formally orders that the law be officially published and executed. In 1990, when King Baudouin advised his cabinet he could not, in conscience, sign a bill decriminalising abortion (a refusal patently not covered by a responsible minister), the Council of Ministers, at the King's own request, declared Baudouin incapable of exercising his powers. In accordance with the Belgian constitution, upon the declaration of the sovereign's incapacity, the Council of Ministers assumed the powers of the head of state until parliament could rule on the King's incapacity and appoint a regent. The bill was then assented to by all members of the Council of Ministers ""on behalf of the Belgian People"". In a joint meeting, both houses of parliament declared the King capable of exercising his powers again the next day."	58656
549	"[{""answer"": ""the right to withhold assent to laws passed by its parliament"", ""question"": ""What does the constitution of Jordan grant its monarch?""}, {""answer"": ""Article 93"", ""question"": ""What document gives the Jordanian sovereign six months to sign or veto any legislation sent to him from the National Assembly?""}, {""answer"": ""six months"", ""question"": ""How long does the monarch fail to act after the bill being presented to him?""}]"	The constitution of Jordan grants its monarch the right to withhold assent to laws passed by its parliament. Article 93 of that document gives the Jordanian sovereign six months to sign or veto any legislation sent to him from the National Assembly; if he vetoes it within that timeframe, the assembly may override his veto by a two-thirds vote of both houses; otherwise, the law does not go into effect (but it may be reconsidered in the next session of the assembly). If the monarch fails to act within six months of the bill being presented to him, it becomes law without his signature.	58660
550	"[{""answer"": ""The Second Chamber of the States General"", ""question"": ""What text sends the following approved proposal of law to the First Chamber?""}, {""answer"": ""The States General"", ""question"": ""Who accepts the proposal of law?""}]"	"After the House of Representatives has debated the law, it either approves it and sends it to the Senate with the text ""The Second Chamber of the States General sends the following approved proposal of law to the First Chamber"", or it rejects it and returns it to the government with the text ""The Second Chamber of the States General has rejected the accompanying proposal of law."" If the upper house then approves the law, it sends it back to the government with the text ""To the King, The States General have accepted the proposal of law as it is offered here."""	58663
551	"[{""answer"": ""the monarch and the ministers"", ""question"": ""Who is the government composed of?""}, {""answer"": ""parliament"", ""question"": ""Where has the government not approved a law that has been passed?""}, {""answer"": ""neither the monarch nor a minister will sign the bill"", ""question"": ""What does the government do in a case that does not approve a law that has been passed in parliament?""}, {""answer"": ""the State Magazine"", ""question"": ""Where will a law that has received royal assent be published?""}]"	"The government, consisting of the monarch and the ministers, will then usually approve the proposal and the sovereign and one of the ministers signs the proposal with the addition of an enacting clause, thereafter notifying the States General that ""The King assents to the proposal."" It has happened in exceptional circumstances that the government does not approve a law that has been passed in parliament. In such a case, neither the monarch nor a minister will sign the bill, notifying the States General that ""The King will keep the proposal under advisement."" A law that has received royal assent will be published in the State Magazine, with the original being kept in the archives of the King's Offices."	58666
552	"[{""answer"": ""Articles 77\u201379"", ""question"": ""What provisions of the Norwegian Constitution grant the monarch of Norway the right to withhold royal assent from any bill passed by the Storting?""}, {""answer"": ""Article 79"", ""question"": ""What provides a means by which the monarch of Norway can override his veto?""}]"	"Articles 77–79 of the Norwegian Constitution specifically grant the monarch of Norway the right to withhold royal assent from any bill passed by the Storting. Should the sovereign ever choose to exercise this privilege, Article 79 provides a means by which his veto may be over-ridden: ""If a Bill has been passed unaltered by two sessions of the Storting, constituted after two separate successive elections and separated from each other by at least two intervening sessions of the Storting, without a divergent Bill having been passed by any Storting in the period between the first and last adoption, and it is then submitted to the King with a petition that His Majesty shall not refuse his assent to a Bill which, after the most mature deliberation, the Storting considers to be beneficial, it shall become law even if the Royal Assent is not accorded before the Storting goes into recess."""	58669
553	"[{""answer"": ""Title IV"", ""question"": ""What section of the 1978 Spanish constitution invests the Consentimiento Real and promulgation of laws with the monarch of Spain?""}, {""answer"": ""fifteen days"", ""question"": ""How long after the passage of a bill by the Cortes Generales will the sovereign give his or her assent and publish the new law?""}, {""answer"": ""the president of the government"", ""question"": ""Who gives the monarch the right to call for a referendum?""}]"	Title IV of the 1978 Spanish constitution invests the Consentimiento Real (Royal Assent) and promulgation (publication) of laws with the monarch of Spain, while Title III, The Cortes Generales, Chapter 2, Drafting of Bills, outlines the method by which bills are passed. According to Article 91, within fifteen days of passage of a bill by the Cortes Generales, the sovereign shall give his or her assent and publish the new law. Article 92 invests the monarch with the right to call for a referendum, on the advice of the president of the government (commonly referred to in English as the prime minister) and the authorisation of the cortes.	58672
554	"[{""answer"": ""no provision"", ""question"": ""What prohibits the sovereign from withholding royal assent?""}, {""answer"": ""King Baudouin I of Belgium"", ""question"": ""Who refused to sign the Belgian law legalising abortion?""}, {""answer"": ""3 July 2005"", ""question"": ""When did the law come into effect?""}, {""answer"": ""2010"", ""question"": ""When did King Juan Carlos give royal assent to a law permitting abortion on demand?""}]"	"No provision within the constitution grants the monarch an ability to veto legislation directly; however, no provision prohibits the sovereign from withholding royal assent, which effectively constitutes a veto. When the Spanish media asked King Juan Carlos if he would endorse the bill legalising same-sex marriages, he answered ""Soy el Rey de España y no el de Bélgica"" (""I am the King of Spain and not that of Belgium"")—a reference to King Baudouin I of Belgium, who had refused to sign the Belgian law legalising abortion. The King gave royal assent to Law 13/2005 on 1 July 2005; the law was gazetted in the Boletín Oficial del Estado on 2 July and came into effect on 3 July 2005. Likewise, in 2010, King Juan Carlos gave royal assent to a law permitting abortion on demand."	58676
555	"[{""answer"": ""Spanish monarch"", ""question"": ""Who refused to grant assent?""}, {""answer"": ""parliamentary appointment of a regency"", ""question"": ""If the sovereign were declared incapable of discharging royal authority, his or her powers would not be transferred to the Cabinet, pending what?""}, {""answer"": ""the next person of age in the line of succession"", ""question"": ""Who would become regent if the Spanish monarch refused to grant assent?""}, {""answer"": ""Felipe"", ""question"": ""Who would have transferred power to if Juan Carlos followed the Belgian example?""}]"	If the Spanish monarch ever refused in conscience to grant royal assent, a procedure similar to the Belgian handling of King Baudouin's objection would not be possible under the current constitution. If the sovereign were ever declared incapable of discharging royal authority, his or her powers would not be transferred to the Cabinet, pending the parliamentary appointment of a regency. Instead, the constitution mandates the next person of age in the line of succession would immediately become regent. Therefore, had Juan Carlos followed the Belgian example in 2005 or 2010, a declaration of incapacity would have transferred power to Felipe, then the heir apparent.	58679
556	"[{""answer"": ""General Leclerc"", ""question"": ""Who established his headquarters for the Free French Forces in Bangui?""}, {""answer"": ""Ubangi-Shari"", ""question"": ""Who did the French take control of during the Second World War?""}, {""answer"": ""9,000"", ""question"": ""How many votes was Barth\u00e9l\u00e9my Boganda elected to the French National Assembly in 1946?""}, {""answer"": ""Movement for the Social Evolution of Black Africa"", ""question"": ""What was the name of the Movement for the Social Evolution of Black Africa?""}]"	In September 1940, during the Second World War, pro-Gaullist French officers took control of Ubangi-Shari and General Leclerc established his headquarters for the Free French Forces in Bangui. In 1946 Barthélémy Boganda was elected with 9,000 votes to the French National Assembly, becoming the first representative for CAR in the French government. Boganda maintained a political stance against racism and the colonial regime but gradually became disheartened with the French political system and returned to CAR to establish the Movement for the Social Evolution of Black Africa (MESAN) in 1950.	58821
557	"[{""answer"": ""347,000"", ""question"": ""How many votes did MESAN win in the Ubangi-Shari Territorial Assembly election in 1957?""}, {""answer"": ""Central African Republic"", ""question"": ""What was the name of the country's first prime minister?""}, {""answer"": ""limited"", ""question"": ""What was the role of MESAN?""}, {""answer"": ""David Dacko"", ""question"": ""Who was Boganda's cousin?""}, {""answer"": ""Abel Goumba"", ""question"": ""Who was the leader of Mouvement d'\u00e9volution d\u00e9mocratique de l'Afrique centrale?""}, {""answer"": ""November 1962"", ""question"": ""When were all opposition parties suppressed?""}]"	In the Ubangi-Shari Territorial Assembly election in 1957, MESAN captured 347,000 out of the total 356,000 votes, and won every legislative seat, which led to Boganda being elected president of the Grand Council of French Equatorial Africa and vice-president of the Ubangi-Shari Government Council. Within a year, he declared the establishment of the Central African Republic and served as the country's first prime minister. MESAN continued to exist, but its role was limited. After Boganda's death in a plane crash on 29 March 1959, his cousin, David Dacko, took control of MESAN and became the country's first president after the CAR had formally received independence from France. Dacko threw out his political rivals, including former Prime Minister and Mouvement d'évolution démocratique de l'Afrique centrale (MEDAC), leader Abel Goumba, whom he forced into exile in France. With all opposition parties suppressed by November 1962, Dacko declared MESAN as the official party of the state.	58826
558	"[{""answer"": ""1990"", ""question"": ""When did a pro-democracy movement arise?""}, {""answer"": ""October 1992"", ""question"": ""When did Kolingba agree to hold free elections?""}, {""answer"": ""alleged irregularities"", ""question"": ""What excuse did Kolingba use to suspend the results of the elections?""}, {""answer"": ""citation needed"", ""question"": ""What did GIBAFOR need to give Kolingba?""}]"	"By 1990, inspired by the fall of the Berlin Wall, a pro-democracy movement arose. Pressure from the United States, France, and from a group of locally represented countries and agencies called GIBAFOR (France, the USA, Germany, Japan, the EU, the World Bank, and the UN) finally led Kolingba to agree, in principle, to hold free elections in October 1992 with help from the UN Office of Electoral Affairs. After using the excuse of alleged irregularities to suspend the results of the elections as a pretext for holding on to power, President Kolingba came under intense pressure from GIBAFOR to establish a ""Conseil National Politique Provisoire de la République"" (Provisional National Political Council, CNPPR) and to set up a ""Mixed Electoral Commission"", which included representatives from all political parties.[citation needed]"	58836
559	"[{""answer"": ""31 March 2013"", ""question"": ""When was a new government appointed?""}, {""answer"": ""boycott"", ""question"": ""What did the former opposition parties declare they would do on 1 April?""}, {""answer"": ""6 April"", ""question"": ""When did Djotodia sign a decree for the formation of a council that would act as a transitional parliament?""}, {""answer"": ""18 months"", ""question"": ""How long was the council tasked with electing a president to serve before elections?""}]"	A new government was appointed on 31 March 2013, which consisted of members of Séléka and representatives of the opposition to Bozizé, one pro-Bozizé individual, and a number representatives of civil society. On 1 April, the former opposition parties declared that they would boycott the government. After African leaders in Chad refused to recognize Djotodia as President, proposing to form a transitional council and the holding of new elections, Djotodia signed a decree on 6 April for the formation of a council that would act as a transitional parliament. The council was tasked with electing a president to serve prior to elections in 18 months.	58886
560	"[{""answer"": ""the Oireachtas"", ""question"": ""Who removed all mention of the monarch from the Irish constitution on the day of the abdication?""}, {""answer"": ""External Relations Act"", ""question"": ""What act gave the monarch limited authority to appoint diplomatic representatives for Ireland?""}, {""answer"": ""a republic"", ""question"": ""What did the External Relations Act make the Irish Free State?""}]"	On the day of the abdication, the Oireachtas, the parliament of the Irish Free State, removed all direct mention of the monarch from the Irish constitution. The next day, it passed the External Relations Act, which gave the monarch limited authority (strictly on the advice of the government) to appoint diplomatic representatives for Ireland and to be involved in the making of foreign treaties. The two acts made the Irish Free State a republic in essence without removing its links to the Commonwealth.	59244
561	"[{""answer"": ""1947"", ""question"": ""When did the King and his family visit Southern Africa?""}, {""answer"": ""Jan Smuts"", ""question"": ""Who was the Prime Minister of the Union of South Africa?""}, {""answer"": ""the Gestapo"", ""question"": ""What did Smuts refer to his South African bodyguards as?""}, {""answer"": ""racial segregation"", ""question"": ""What did the new government institute a strict policy of?""}]"	"In 1947, the King and his family toured Southern Africa. The Prime Minister of the Union of South Africa, Jan Smuts, was facing an election and hoped to make political capital out of the visit. George was appalled, however, when instructed by the South African government to shake hands only with whites, and referred to his South African bodyguards as ""the Gestapo"". Despite the tour, Smuts lost the election the following year, and the new government instituted a strict policy of racial segregation."	59284
562	"[{""answer"": ""a single political system"", ""question"": ""What type of government does Federalism combine with regional governments?""}, {""answer"": ""a relationship of parity between the two levels of government established"", ""question"": ""What is Federalism's distinctive feature exemplified in the founding example of modern federalism of the United States of America?""}, {""answer"": ""1789"", ""question"": ""When was the Constitution of the United States of America created?""}, {""answer"": ""a division of powers between two levels of government of equal status"", ""question"": ""What is federalism defined as?""}]"	Federalism refers to the mixed or compound mode of government, combining a general government (the central or 'federal' government) with regional governments (provincial, state, Land, cantonal, territorial or other sub-unit governments) in a single political system. Its distinctive feature, exemplified in the founding example of modern federalism of the United States of America under the Constitution of 1789, is a relationship of parity between the two levels of government established. It can thus be defined as a form of government in which there is a division of powers between two levels of government of equal status.	59299
563	"[{""answer"": ""a division of sovereignty between two levels of government"", ""question"": ""What was the concept of federalism thought to mean in the absence of prior agreement on a clear and precise definition?""}, {""answer"": ""dividing sovereignty"", ""question"": ""What is not possible when this concept is properly understood in its core meaning of the final and absolute source of political authority in a political community?""}, {""answer"": ""Civil War"", ""question"": ""The descent of the United States into what war occurred in the mid-nineteenth century?""}, {""answer"": ""sovereign"", ""question"": ""What could one or other level of government be to decide such matters?""}, {""answer"": ""federalism"", ""question"": ""What concept is more appropriately conceived as a division of the powers flowing from sovereignty between two levels of government?""}, {""answer"": ""equality of standing between the two levels of government established"", ""question"": ""What distinguishes federalism from other multi-level political forms?""}, {""answer"": ""the federal state (or federation) and the federal union of states (or federal union)"", ""question"": ""What two distinct federal forms are based upon whether sovereignty resides in the whole or in the parts of many peoples?""}, {""answer"": ""United States, Germany, Canada, Switzerland, Australia and India"", ""question"": ""What are the leading examples of the federal state?""}, {""answer"": ""European Union"", ""question"": ""What is the leading example of the federal union of states?""}]"	Until recently, in the absence of prior agreement on a clear and precise definition, the concept was thought to mean (as a shorthand) 'a division of sovereignty between two levels of government'. New research, however, argues that this cannot be correct, as dividing sovereignty - when this concept is properly understood in its core meaning of the final and absolute source of political authority in a political community - is not possible. The descent of the United States into Civil War in the mid-nineteenth century, over disputes about unallocated competences concerning slavery and ultimately the right of secession, showed this. One or other level of government could be sovereign to decide such matters, but not both simultaneously. Therefore, it is now suggested that federalism is more appropriately conceived as 'a division of the powers flowing from sovereignty between two levels of government'. What differentiates the concept from other multi-level political forms is the characteristic of equality of standing between the two levels of government established. This clarified definition opens the way to identifying two distinct federal forms, where before only one was known, based upon whether sovereignty resides in the whole (in one people) or in the parts (in many peoples): the federal state (or federation) and the federal union of states (or federal union), respectively. Leading examples of the federal state include the United States, Germany, Canada, Switzerland, Australia and India. The leading example of the federal union of states is the European Union.	59303
564	"[{""answer"": ""foedus"", ""question"": ""What Latin word means treaty, pact or covenant?""}, {""answer"": ""late eighteenth century"", ""question"": ""When was the common meaning of federalism?""}, {""answer"": ""synonyms"", ""question"": ""What were the terms federalism and 'confederalism' initially?""}, {""answer"": ""James Madison"", ""question"": ""Who referred to the new United States as 'neither a national nor a federal Constitution, but a composition of both'?""}, {""answer"": ""neither a single large unitary state nor a league/confederation among several small states"", ""question"": ""What did James Madison refer to the new United States as 'neither a national nor a federal Constitution, but a composition of both""}, {""answer"": ""nineteenth century"", ""question"": ""In what century did the meaning of federalism shift?""}, {""answer"": ""modern usage of the word 'federalism'"", ""question"": ""What does this article relate to?""}]"	The terms 'federalism' and 'confederalism' both have a root in the Latin word foedus, meaning treaty, pact or covenant. Their common meaning until the late eighteenth century was a simple league or inter-governmental relationship among sovereign states based upon a treaty. They were therefore initially synonyms. It was in this sense that James Madison in Federalist 39 had referred to the new United States as 'neither a national nor a federal Constitution, but a composition of both' (ie. neither a single large unitary state nor a league/confederation among several small states, but a hybrid of the two). In the course of the nineteenth century the meaning of federalism would come to shift, strengthening to refer uniquely to the novel compound political form, while the meaning of confederalism would remain at a league of states. Thus, this article relates to the modern usage of the word 'federalism'.	59308
565	"[{""answer"": ""a weaker central government"", ""question"": ""What does European \""federalism\"" argue for?""}, {""answer"": ""European sense"", ""question"": ""The modern American usage of the word is much closer to what?""}, {""answer"": ""Founding Fathers"", ""question"": ""Who intended a more unitary state?""}, {""answer"": ""limiting the powers of the federal government"", ""question"": ""What do most people advocating \""federalism\"" in the US argue for?""}]"	"In contrast, Europe has a greater history of unitary states than North America, thus European ""federalism"" argues for a weaker central government, relative to a unitary state. The modern American usage of the word is much closer to the European sense. As the power of the Federal government has increased, some people have perceived a much more unitary state than they believe the Founding Fathers intended. Most people politically advocating ""federalism"" in the United States argue in favor of limiting the powers of the federal government, especially the judiciary (see Federalist Society, New Federalism)."	59320
566	"[{""answer"": ""the 1st of January 1901"", ""question"": ""When did the nation-state of Australia officially come into existence as a federation?""}, {""answer"": ""1788"", ""question"": ""When was the Australian continent colonised by the United Kingdom?""}, {""answer"": ""1890s"", ""question"": ""When did the governments of the colonies hold referendums on becoming a unified, self-governing \""Commonwealth\"" within the British Empire""}, {""answer"": ""1901"", ""question"": ""When did the Commonwealth of Australia begin?""}, {""answer"": ""parliamentary Westminster system"", ""question"": ""What type of system does Australian federalism adhere to?""}]"	"On the 1st of January 1901 the nation-state of Australia officially came into existence as a federation. The Australian continent was colonised by the United Kingdom in 1788, which subsequently established six, eventually self-governing, colonies there. In the 1890s the governments of these colonies all held referendums on becoming a unified, self-governing ""Commonwealth"" within the British Empire. When all the colonies voted in favour of federation, the Federation of Australia commenced, resulting in the establishment of the Commonwealth of Australia in 1901. The model of Australian federalism adheres closely to the original model of the United States of America, although it does so through a parliamentary Westminster system rather than a presidential system."	59323
567	"[{""answer"": ""1889"", ""question"": ""When did the fall of the monarchy lead to the rise of the presidential system?""}, {""answer"": ""Ruy Barbosa"", ""question"": ""Who helped establish federalism in Brazil?""}, {""answer"": ""The 1937 Constitution"", ""question"": ""What gave the federal government the authority to appoint State Governors at will?""}, {""answer"": ""regulate interstate trade"", ""question"": ""What does Brazil use the Fonseca system to do?""}, {""answer"": ""Brazil"", ""question"": ""Which country is one of the biggest federal governments?""}]"	In Brazil, the fall of the monarchy in 1889 by a military coup d'état led to the rise of the presidential system, headed by Deodoro da Fonseca. Aided by well-known jurist Ruy Barbosa, Fonseca established federalism in Brazil by decree, but this system of government would be confirmed by every Brazilian constitution since 1891, although some of them would distort some of the federalist principles. The 1937 Constitution, for example, granted the federal government the authority to appoint State Governors (called interventors) at will, thus centralizing power in the hands of President Getúlio Vargas. Brazil also uses the Fonseca system to regulate interstate trade. Brazil is one of the biggest federal governments.	59327
568	"[{""answer"": ""tiered"", ""question"": ""What is the government of India based on?""}, {""answer"": ""the Union Government"", ""question"": ""What was the central government?""}, {""answer"": ""Panchayats and Municipalities"", ""question"": ""What was added to the third tier of the Indian Constitution?""}, {""answer"": ""The Seventh Schedule of the Indian Constitution"", ""question"": ""What delimits the subjects of each level of governmental jurisdiction?""}]"	The government of India is based on a tiered system, in which the Constitution of India delineates the subjects on which each tier of government has executive powers. The Constitution originally provided for a two-tier system of government, the Union Government (also known as the Central Government), representing the Union of India, and the State governments. Later, a third tier was added in the form of Panchayats and Municipalities. In the current arrangement, The Seventh Schedule of the Indian Constitution delimits the subjects of each level of governmental jurisdiction, dividing them into three lists:	59332
569	"[{""answer"": ""asymmetric"", ""question"": ""What is the difference between Indian federalism and other forms of federalism?""}, {""answer"": ""Article 370"", ""question"": ""What makes special provisions for the state of Jammu and Kashmir as per its Instrument of Accession?""}, {""answer"": ""Article 371"", ""question"": ""What makes special provisions for the states of Andhra Pradesh, Arunachal Pradesh, Assam, Goa, Mizoram,""}, {""answer"": ""the central government (through its appointed Governor) takes control of state's administration for certain months"", ""question"": ""What is the system of President's Rule?""}]"	A distinguishing aspect of Indian federalism is that unlike many other forms of federalism, it is asymmetric. Article 370 makes special provisions for the state of Jammu and Kashmir as per its Instrument of Accession. Article 371 makes special provisions for the states of Andhra Pradesh, Arunachal Pradesh, Assam, Goa, Mizoram, Manipur, Nagaland and Sikkim as per their accession or state-hood deals. Also one more aspect of Indian federalism is system of President's Rule in which the central government (through its appointed Governor) takes control of state's administration for certain months when no party can form a government in the state or there is violent disturbance in the state.	59336
570	"[{""answer"": ""1863"", ""question"": ""When did the Federal War end?""}, {""answer"": ""Articles of Confederation of the United States of America"", ""question"": ""The United States of Venezuela were incorporated under a \""Federation of Sovereign States\"" upon principles borrowed from what?""}, {""answer"": ""State Armies"", ""question"": ""What was the name of the Federation of Sovereign States that controlled almost every issue?""}]"	"The Federal War ended in 1863 with the signing of the Treaty of Coche by both the centralist government of the time and the Federal Forces. The United States of Venezuela were subsequently incorporated under a ""Federation of Sovereign States"" upon principles borrowed from the Articles of Confederation of the United States of America. In this Federation, each State had a ""President"" of its own that controlled almost every issue, even the creation of ""State Armies,"" while the Federal Army was required to obtain presidential permission to enter any given state."	59343
571	"[{""answer"": ""three"", ""question"": ""How many components does Belgian federalism have?""}, {""answer"": ""parliaments of Wallonia and Brussels"", ""question"": ""Where was an affirmative resolution about Brussels' place in the federal system passed?""}, {""answer"": ""Dutch-speaking parties"", ""question"": ""Which parties are generally in favour of a federal system with two components?""}, {""answer"": ""Dutch and French Communities of Belgium"", ""question"": ""What are the two components of the Belgian federalism?""}, {""answer"": ""one party"", ""question"": ""What party did the Flemish representatives in the Parliament of the Brussels Capital-Region vote in favour of the Brussels resolution?""}, {""answer"": ""\""Brussels would take an attitude\"""", ""question"": ""What did the chairman of the Walloon Parliament say on July 17, 2008?""}, {""answer"": ""July 18, 2008"", ""question"": ""When did Brussels' parliament pass the resolution?""}]"	"On the other hand, Belgian federalism is federated with three components. An affirmative resolution concerning Brussels' place in the federal system passed in the parliaments of Wallonia and Brussels. These resolutions passed against the desires of Dutch-speaking parties, who are generally in favour of a federal system with two components (i.e. the Dutch and French Communities of Belgium). However, the Flemish representatives in the Parliament of the Brussels Capital-Region voted in favour of the Brussels resolution, with the exception of one party. The chairman of the Walloon Parliament stated on July 17, 2008 that, ""Brussels would take an attitude"". Brussels' parliament passed the resolution on July 18, 2008:"	59347
572	"[{""answer"": ""political organization or \""governance\"""", ""question"": ""What are anarchists not against?""}, {""answer"": ""federalism or confederalism"", ""question"": ""What is the mode of political organization preferred by anarchists?""}, {""answer"": ""pro-state political scientists"", ""question"": ""Who assumed federalism?""}, {""answer"": ""section I.5"", ""question"": ""What section of An Anarchist FAQ contains a brief description of federalism?""}]"	"Anarchists are against the State but are not against political organization or ""governance""—so long as it is self-governance utilizing direct democracy. The mode of political organization preferred by anarchists, in general, is federalism or confederalism.[citation needed] However, the anarchist definition of federalism tends to differ from the definition of federalism assumed by pro-state political scientists. The following is a brief description of federalism from section I.5 of An Anarchist FAQ:"	59354
573	"[{""answer"": ""the German Bundesrat and in the Council of the European Union"", ""question"": ""Where are the members of an upper house elected?""}, {""answer"": ""the government or legislature of the component states"", ""question"": ""Who may elect members of an upper house?""}, {""answer"": ""apportionment in proportion to population"", ""question"": ""What does the lower house of a federal legislature have?""}]"	Alternatively, or in addition to this practice, the members of an upper house may be indirectly elected by the government or legislature of the component states, as occurred in the United States prior to 1913, or be actual members or delegates of the state governments, as, for example, is the case in the German Bundesrat and in the Council of the European Union. The lower house of a federal legislature is usually directly elected, with apportionment in proportion to population, although states may sometimes still be guaranteed a certain minimum number of seats.	59357
574	"[{""answer"": ""it allows certain groups to legislate at the subnational level"", ""question"": ""What does federalism allow certain groups to legislate at the subnational level?""}, {""answer"": ""it creates proto-states"", ""question"": ""Why do some scholars believe federalism can divide countries and result in state collapse?""}, {""answer"": ""federalism is only divisive when it lacks mechanisms tthat encourage political parties to compete across regional boundaries"", ""question"": ""What do some scholars have shown that federalism is only divisive when it lacks mechanisms tthat encourage political parties to compete across regional boundaries""}]"	Federalism, and other forms of territorially autonomy, is generally seen as a useful way to structure political systems in order prevent violence among different groups with countries because it allows certain groups to legislate at the subnational level. Some scholars have suggested, however, that federalism can divide countries and result in state collapse because it creates proto-states. Still others have shown that federalism is only divisive when it lacks mechanisms tthat encourage political parties to compete across regional boundaries.	59360
575	"[{""answer"": ""the rights and responsibilities of state governments and state officials"", ""question"": ""What does the U.S. Constitution often mention in relation to the federal government?""}, {""answer"": ""express powers"", ""question"": ""What is the term for enumerated powers?""}, {""answer"": ""the Necessary and Proper Clause"", ""question"": ""What gives the federal government the implied power to pass any law \""necessary and proper\"" for the execution of its express powers?""}, {""answer"": ""the people or the states"", ""question"": ""Who are the other powers reserved to?""}, {""answer"": ""McCulloch v. Maryland"", ""question"": ""In what case was the Supreme Court decision?""}]"	"Because the states were preexisting political entities, the U.S. Constitution did not need to define or explain federalism in any one section but it often mentions the rights and responsibilities of state governments and state officials in relation to the federal government. The federal government has certain express powers (also called enumerated powers) which are powers spelled out in the Constitution, including the right to levy taxes, declare war, and regulate interstate and foreign commerce. In addition, the Necessary and Proper Clause gives the federal government the implied power to pass any law ""necessary and proper"" for the execution of its express powers. Other powers—the reserved powers—are reserved to the people or the states. The power delegated to the federal government was significantly expanded by the Supreme Court decision in McCulloch v. Maryland (1819), amendments to the Constitution following the Civil War, and by some later amendments—as well as the overall claim of the Civil War, that the states were legally subject to the final dictates of the federal government."	59371
